I
1100 Version - data cycle 1911, build 20250921, metadata AwyXP1100. FMS
ETONE K7 11 HOCHE K7 11 N 1  54   0 V5
ETONE K7 11 NELLO K7 11 N 1  54   0 V5
ETORE K7 11 MJAMS K7 11 N 2 180 450 Q77
ETORE K7 11 SHRKS K7 11 N 2 180 450 Q77
ETOWA K7 11 GROSS K7 11 N 1  31   0 V115
ETOWA K7 11 HENGU K7 11 N 1  70   0 V51
ETOWA K7 11 PEEKS K7 11 N 1  50   0 V51
  ETX K6  3 DIANO K6 11 N 1  40   0 V164
  ETX K6  3 DUMMR K6 11 N 1  30   0 V162
  ETX K6  3 ELIOT K6 11 N 1  27   0 V39
  ETX K6  3   FJC K6  3 N 1  30   0 V162-V408
  ETX K6  3 FLOAT K6 11 N 1  30   0 V39
  ETX K6  3 HIKES K6 11 N 1  29   0 V29-V408
  ETX K6  3 PINNA K6 11 N 1  40   0 V30
  ETX K6  3 SLATT K6 11 N 1  40   0 V147-V29
  ETX K6  3 SPUDS K6 11 N 1  41   0 V147
  ETX K6  3 TROXL K6 11 N 1  27   0 V30
ETZUN K6 11 GALWA K6 11 N 1  40   0 V490
  EUF K7  3 AXOSE K7 11 N 1  21   0 V159
  EUF K7  3 BAIZE K7 11 N 1  30   0 V241
  EUF K7  3 CHIRP K7 11 N 1  24   0 V70
  EUF K7  3 KOMER K7 11 N 1  24   0 V323
  EUF K7  3 LUMPP K7 11 N 1  24   0 V70
  EUF K7  3 MILER K7 11 N 1  20   0 V159
  EUF K7  3 OMAHO K7 11 N 1  24   0 V241
  EUF K7  3 RENFO K7 11 N 1  30   0 V323
EUGEN K2 11 SHOEY K2 11 N 1  60   0 V27
EUGEN K2 11 TAILS K2 11 N 1  60   0 V27
  EUG K1  3 ALFOR K1 11 N 1  30   0 V23
  EUG K1  3 COBUR K1 11 N 1  44   0 V269
  EUG K1  3 DOSEE K1 11 N 1 100   0 V121
  EUG K1  3 FRITT K1 11 N 1  40   0 V448
  EUG K1  3 HORTE K1 11 N 1  40   0 V452
  EUG K1  3 JUXIB K1 11 N 1  70   0 V452
  EUG K1  3 LATHE K1 11 N 1  40   0 V448
  EUG K1  3   LTJ K1  3 N 2 180 450 J143
  EUG K1  3   OED K1  3 N 2 180 450 J126
  EUG K1  3   RBG K1  3 N 2 180 450 J143
  EUG K1  3 SAGIN K1 11 N 1  40   0 V23
  EUG K1  3   UBG K1  3 N 2 180 450 J126
  EUG K1  3 VAUGN K1 11 N 1  41   0 V121
EUNIK K3 11 SCAWT K3 11 N 2 180 450 J41
EUNIK K3 11 ULMAN K3 11 N 2 180 450 J112
EUTAW K7 11 MOVIL K7 11 N 1  50   0 V209
EVENT K1 11 MULTI K1 11 N 1  80   0 V85
EVERR K2 11 NIKOL K2 11 N 1 130   0 V381
EVERY K5 11 LOTTO K5 11 N 1  25   0 V129
EVETS K7 11 GEROT  K 11 N 1  30   0 A555
EVETS K7 11 LOGVN  K 11 N 1   0   0 M595
EVETS K7 11 WSSKY  K 11 N 1   0   0 M595
EVETT K2 11 MOVDD K2 11 N 1  35 175 T331
EVETT K2 11 OOWEN K2 11 N 1  23 175 T333
EVETT K2 11 ORANG K2 11 N 1  18 175 T298
EVETT K2 11 TIPRE K2 11 N 1  27 175 T331-T333
EVIEW K2 11 PACKY K2 11 N 1 120   0 V6
EVING K7 11 LOOEY K6 11 N 2 180 450 Q60
EVUKY K3 11 OPILY K3 11 N 1  39   0 V344
EVVER K1 11 GUSIE K1 11 N 1 110   0 V343
EVVER K1 11 HUDVU K1 11 N 1 130   0 V113
EVVER K1 11 NUNZU K1 11 N 1 130   0 V113
EVYIP K5 11 VUKFI K5 11 N 1  29   0 V7
  EWA K7  3 BENTO K7 11 N 1  55   0 V56
  EWA K7  3 EUTAW K7 11 N 1  50   0 V209
  EWA K7  3 JANES K7 11 N 1  23   0 V209
  EWA K7  3   MEI K7  3 N 1  20   0 V56
EWAWI K5 11 RANDO K5 11 N 1  30   0 V170
EWAWI K5 11 WIDKI K5 11 N 1  30   0 V170
  EWC K6  3 BURNI K6 11 N 2 180 450 J64
  EWC K6  3 CETPU K6 11 N 1  40   0 V37
  EWC K6  3 LEPEW K5 11 N 2 180 450 J64
  EWC K6  3 MERCY K6 11 N 1  30   0 V37
EWESS K6 11 ILLSA K6 11 N 2 180 450 Q69
EWESS K6 11 RICCS K6 11 N 2 180 450 Q69
EWING K5 11 ZOLLI K5 11 N 1  50   0 V429
EWITT K5 11 KENNS K5 11 N 1  26   0 V233
EWITT K5 11 SAYBA K5 11 N 1  26   0 V233
EWITT K5 11 THEME K5 11 N 1  30   0 V313
  EWM K4  3 CONNE K4 11 N 2 180 450 J4
  EWM K4  3 ITUCO K2 11 N 2 180 450 Q2
  EWM K4  3 PRISO K4 11 N 1  90   0 V560
  EWM K4  3   SFL K4  3 N 1  88   0 V94
  EWM K4  3   SSO K2  3 N 2 180 450 J4
  EWM K4  3 WATEX K4 11 N 1  90   0 V611-V94
  EWN K7  3 KROVE K7 11 N 1  24   0 V56
  EWN K7  3 PEARS K7 11 N 1  60   0 V139
  EWN K7  3 WIDGE K7 11 N 1  60   0 V139
  EWN K7  3 WILUN K7 11 N 1  25   0 V45
  EWO K5  3 DEMSE K5 11 N 1  27   0 V178
  EWO K5  3 JBEAM K5 11 N 1  27   0 V5-V513
  EWO K5  3 KEDLE K5 11 N 1  29   0 V5
  EWO K5  3 LEFVO K5 11 N 1  40   0 V513
  EWO K5  3 OSINE K5 11 N 1  27   0 V178
EXADE K1 11 JEKOK K3 11 N 1  44 175 T331
EXADE K1 11 LAMBE K1 11 N 1  70   0 V465
EXADE K1 11 TRUED K1 11 N 1  59 175 T331
EXAGE K6 11 TALLI K6 11 N 1  40   0 V116-V188
EXALT K6 11 LBSTA K6 11 N 1  50   0 V139-V268
EXALT K6 11 WIMPY K6 11 N 1  50   0 V139-V268
EXCEL K3 11 LASSO K3 11 N 1  29   0 V13-V159-V161
EXCEL K3 11 LYMES K3 11 N 1  29   0 V13-V159-V161
EXCEL K3 11 POYOL K3 11 N 1  30   0 V586
EXELL K4 11 LANTT K4 11 N 1  54   0 V81
EXERT K2 11 MERMA K2 11 N 1  20   0 V25
EXIST K7 11 FOGUM K7 11 N 1  26   0 V159
EXITE K4 11 MOKPE K4 11 N 1  40   0 V407
EXJAN K7 11 RAFFE K7 11 N 1  60   0 V18
EXODE K1 11 NIALS K1 11 N 1  29   0 V187
EXONE K4 11 FLOYD K4 11 N 1  51   0 V14
EXRAS K6 11 IFAVU K6 11 N 1  80   0 V469
EXTER  K 11 MAMML MY 11 N 1   0   0 B646-M329
EXTOL K6 11 MEMMS K6 11 N 2 180 450 Q140
EXULE K7 11 FEBEL K7 11 N 1  26   0 V194-V310
EXULE K7 11 ZEBUL K7 11 N 1  26   0 V194-V310
EYCEH K1 11 ILWAC K1 11 N 1  23 175 T257
EYEKI K4 11 VEILS K4 11 N 1  30   0 V566
EYESE K1 11 OLIBY K1 11 N 1 130   0 V448
EYHUX K3 11 SIMJI K3 11 N 2 180 450 J21
EYHUX K3 11 TODDO K3 11 N 2 180 450 J21
EYNOR K3 11 PSFIC K3 11 N 1  30   0 V6-V8
EYOBI K7 11 NERTE K7 11 N 1  30   0 V136
EYPOF K2 11 GRIME K2 11 N 1  20   0 V23
EYPUZ K2 11 HURTU K2 11 N 1 120   0 V257
EYSEL  K 11 FARMN  K 11 N 1 180 600 Y585
EYSEL  K 11 NELSR  K 11 N 1 180 600 Y585
EYSEL  K 11 NETTA  K 11 N 1   0   0 A554-M594
EYTEE K6 11 RAMAY K6 11 N 2 310 410 J149
EYTEE K6 11 SINDE K6 11 N 2 310 410 J149
EYTEJ K5 11 WEGEE K5 11 N 1  27   0 V305
EYUGU K4 11 ORICH K4 11 N 1  20   0 V198
EYULE K2 11 STAXX K2 11 N 1  77   0 V81
EYUYA K1 11 HAGRD K1 11 N 1  83   0 V298
  EYW K7  3 BIPIN K7 11 N 1   0   0 V3
  EYW K7  3 CARNU K7 11 N 2 180 450 J79
  EYW K7  3 CORGI K7 11 N 1  15   0 V539
  EYW K7  3 DEEDS K7 11 N 1  70   0 V601
  EYW K7  3 GIGIH  K 11 N 2 180 450 J41
  EYW K7  3 STING K7 11 N 1  17   0 V225
  EYW K7  3 STRAP K7 11 N 1  50   0 V157
EYWUS K3 11 FALPA K3 11 N 1  29   0 V171
EZIZI K6 11 LAFLN K6 11 N 1  70   0 V29
EZKUP K4 11 ROLLS K4 11 N 1  40   0 V507
FAALS K5 11 PSKUR K5 11 N 2 180 450 Q62
FAANG K2 11 RIVVO K2 11 N 2 180 450 Q160
FAANG K2 11 SHVVR K2 11 N 2 180 450 Q160
FAAST K2 11 KUNRE K2 11 N 1  90   0 V94
FABAN K4 11 TYLAN K4 11 N 1  75   0 V198-V66
FABDO K5 11 TIYOY K5 11 N 1  30   0 V5
FABEG K2 11 ORCUT K2 11 N 1  40   0 V27
FABEN K6 11 LOXXE K6 11 N 2 180 450 Q812
FABEN K6 11 PONCT K6 11 N 2 180 450 Q935
FACED  P 11 GALEE  P 11 N 1 180 600 A216
FADOS K7 11 GOTHS K7 11 N 1  34 175 T206
FADOS K7 11 OREAD K7 11 N 1  35 175 T203
FADOS K7 11 ROUTH K7 11 N 1  34 175 T203
FAGAN K7 11 HITTR K7 11 N 2 180 450 J89
FAGAN K7 11 NECOS K7 11 N 2 180 450 J89
FAGED K6 11 MODEL K6 11 N 1  40   0 V33
FAGED K6 11 TAPPA K6 11 N 1  50   0 V286
FAGIN PA 11 FORAX PA 11 N 1  84 175 T223
FAGIN PA 11 NONDA PA 11 N 1 140   0 V462
FAGIN PA 11 NONDA PA 11 N 2 180 450 J511-Q45
FAGIN PA 11 SAHOK PA 11 N 1 140   0 V462
FAGIN PA 11 SAHOK PA 11 N 2 210 450 J511
FAGIN PA 11 ZUNOS PA 11 N 1  44 175 T223
  FAH K5  3 MURRI K5 11 N 1  30   0 V7
  FAH K5  3 PROOT K5 11 N 1   0   0 V7
FAHTU K3 11 GICAY K3 11 N 1  33   0 V170
FAIDS K6 11 PUDGY K6 11 N 1  35   0 V106
FAIDS K6 11 SPENO K6 11 N 1  40   0 V270
  FAI PA  3 AYKID PA 11 N 1  67 175 T273
  FAI PA  3 AYKID PA 11 N 2 180 450 J160
  FAI PA  3 CAWIN PA 11 N 2 180 450 J115-Q43
  FAI PA  3 CHATA PA 11 N 1  80   0 V438
  FAI PA  3   CQR PA  2 N 2 180 450 J115
  FAI PA  3 DOMEY PA 11 N 1  50   0 V447
  FAI PA  3 EVVOJ PA 11 N 1  70   0 V302
  FAI PA  3 FIBEX PA 11 N 1  80   0 V301
  FAI PA  3   FYU PA  3 N 2 180 450 J120
  FAI PA  3   GAL PA  3 N 2 180 450 J122
  FAI PA  3 GLOWS PA 11 N 1  34   0 T227-V438
  FAI PA  3 HESSE PA 11 N 1  50   0 T232-V444
  FAI PA  3 HOBOM PA 11 N 1  51 175 T231
  FAI PA  3 HRDNG PA 11 N 2 180 450 J502-J515
  FAI PA  3 KRNKL PA 11 N 1  50   0 T232-V444
  FAI PA  3   MCG PA  3 N 2 180 450 J120
  FAI PA  3 MINTO PA 11 N 1  50   0 T225-T229-V488-V531
  FAI PA  3   OTZ PA  3 N 2 270 450 J502
  FAI PA  3 PERZO PA 11 N 1  43 175 T282
  FAI PA  3 PESGE PA 11 N 1  55 175 T227
  FAI PA  3 WILTS PA 11 N 1  50   0 T234-V445
FAIRE PA 11 HALEM PA 11 N 1  80   0 T228-V333
FAIRE PA 11 JAXVI PA 11 N 1  30   0 V333
FAJAR TJ 11 ISLLA TJ 11 N 1   0   0 RTE2
FAJAR TJ 11 TOURO TJ 11 N 1  20   0 RTE2
  FAK K6  3 ARVON K6 11 N 1  50   0 V290
  FAK K6  3 CARML K6 11 N 1  60   0 V3
  FAK K6  3 CREWE K6 11 N 2 260 450 J51
  FAK K6  3 CRUMB K6 11 N 1  30   0 V16-V260
  FAK K6  3 EMMIE K6 11 N 1  28   0 V223
  FAK K6  3   GVE K6  3 N 1  25   0 V3
  FAK K6  3   ILM K7  3 N 2 180 450 J109
  FAK K6  3   LDN K6  3 N 2 180 450 J109
  FAK K6  3 MELIA K6 11 N 1  50   0 V155
  FAK K6  3   MOL K6  3 N 2 180 410 J24
  FAK K6  3   RIC K6  3 N 1  26   0 V16-V260
  FAK K6  3 ROOKY K6 11 N 1  20   0 V155
  FAK K6  3 RUSSL K6 11 N 2 180 290 J24
  FAK K6  3 SHONA K6 11 N 2 180 450 J51
FALAR K3 11 LEFTY K3 11 N 1  30   0 V24
FALAR K3 11 SHLGN K3 11 N 1  30   0 V246
FALDE K1 11 ICUBI K1 11 N 1  94   0 V247
FALDE K1 11 SWEDD K1 11 N 1 120   0 V536
FALDE K1 11 WAUTS K1 11 N 1  94   0 V247
FALEN K5 11 MILTO K5 11 N 1  35   0 V345
FALEN K5 11 RUYBO K5 11 N 1  35   0 V345
FALKO K6 11 OGATE K6 11 N 1  20   0 V155
FALLZ K6 11 HAAYS K6 11 N 1  30   0 V273
FALLZ K6 11 NYACK K6 11 N 1  30   0 V3-V405-V419
FALLZ K6 11 PIYIN K6 11 N 1  30   0 V3-V405-V419
FALMA K6 11 MINNK K6 11 N 1  30   0 T300-V130-V374
FALON K6 11 JIMEE K6 11 N 1  20   0 V312
FALON K6 11 PANZE K6 11 N 1  50   0 V184
FALON K6 11 WINKK K6 11 N 1  20   0 V312
FALON K6 11 ZIGGI K6 11 N 1  25   0 V184
FALUG K4 11 GREEM K4 11 N 1  40   0 V140
FALUG K4 11 SPRAY K4 11 N 1  40   0 V140
FAMEK PA 11 VEILL PA 11 N 1  66 175 T269
FAMIN K7 11 FOGSO K7 11 N 1  50   0 V157
FAMIN K7 11 WEVER K7 11 N 1  50   0 V157
FAMIN K7 11 WORPP K7 11 N 1  57   0 V529
  FAM K3  3 BSIDE K3 11 N 2 180 450 J137
  FAM K3  3 BUNKS K3 11 N 1  35   0 V190-V72
  FAM K3  3 CRELL K3 11 N 2 250 410 J151
  FAM K3  3 CROCK K3 11 N 2 180 450 J112
  FAM K3  3 DEDEE K3 11 N 1  30   0 V178
  FAM K3  3 DUEAS K3 11 N 1  35   0 V540
  FAM K3  3   FTZ K3  3 N 1  30  60 T251
  FAM K3  3 GENTS K5 11 N 1  30   0 V190
  FAM K3  3 LEPER K3 11 N 1  30   0 V69
  FAM K3  3 MOGYU K3 11 N 1  30   0 V9
  FAM K3  3 MOJOB K3 11 N 1  30   0 V9
  FAM K3  3 NIKEL K5 11 N 1  30   0 V72
  FAM K3  3 PLESS K5 11 N 2 180 450 J112-J78
  FAM K3  3 RUSLR K3 11 N 2 180 450 J35
  FAM K3  3 SELLY K5 11 N 1  30   0 V69
  FAM K3  3 SLVER K3 11 N 2 180 450 J151-J35
  FAM K3  3   SPI K5  3 N 2 180 450 J137
  FAM K3  3   TUL K4  3 N 2 180 450 J78
  FAM K3  3 TWRAY K3 11 N 2 180 450 J98
  FAM K3  3   VIH K3  3 N 1  33   0 V178
FAMUK K1 11 FEPOT K1 11 N 2 180 450 Q3
FAMUK K1 11 FRFLY K1 11 N 2 180 450 Q3
FAMUN PA 11 OOSIK PA 11 N 1  60   0 V438
FAMUN PA 11 TUNDA PA 11 N 1  60   0 V438
FANCI PA 11 JOTPU PA 11 N 1  20   0 V319
FANEN K7 11 NOYIG K7 11 N 1  25   0 V18
FANID K1 11 JUNKA K1 11 N 1 130   0 V113
FANPO K6 11 MAULS K6 11 N 2 180 450 Q40
FAPGI K2 11 SPATS K2 11 N 1 130   0 V269
FAPIS  P 11 FITES  P 11 N 1 210   0 R578
FAPIS  P 11 FOMAS  P 11 N 1 210   0 R578
FARAD K7 11 MCMIN K7 11 N 1  40   0 V243-V5
FARAD K7 11 PALER K7 11 N 1  40   0 V243-V5
FAREV K5 11 JEDER K5 11 N 2 180 450 Q80
FARGN CY 11 ICHOL CY 11 N 2 180 450 Q438-Q440
FARGN CY 11 RAAKK K6 11 N 2 180 450 Q438-Q440
  FAR K3  3 DAYAV K3 11 N 1  39   0 V344
  FAR K3  3   GEP K3  3 N 2 180 450 J36
  FAR K3  3   HML K3  3 N 2 180 450 J515
  FAR K3  3 HONET K3 11 N 1  27   0 V2-V510
  FAR K3  3 PAWSS K3 11 N 1  26   0 V181
  FAR K3  3 RUSTD K3 11 N 1  28   0 V181
  FAR K3  3 WAGNI K3 11 N 1  36   0 V510
  FAR K3  3 WIRDE K3 11 N 1  35   0 V2
FARLI K7 11 TAMPI K7 11 N 1  45   0 V466-V519
FARLI K7 11 YUMMY K6 11 N 1  45   0 V466-V519
FARLN K5 11 STURR K5 11 N 1  30   0 V133
FARLN K5 11 UJOYU K5 11 N 1  30   0 V133
FARLU K7 11 LEEHI K7 11 N 2 180 450 Q81
FARME PA 11 MUNUE PA 11 N 1  20   0 V401
FARMM K5 11 KRENA K5 11 N 1  29   0 V100-V24
FARMM K5 11 UMUZI K5 11 N 1  27   0 V100-V228-V24
FARMN  K 11 FDLEE  K 11 N 1 180 600 Y585
FARMN  K 11 JSTIN  K 11 N 1  55 600 L453
FARON K5 11 QUEST K5 11 N 1  31   0 V129
FARON K5 11 SWAGG K5 11 N 1  31   0 V129
FARRM K3 11 WADIM K3 11 N 1  35   0 V170
FASHE K5 11 LOFTY K5 11 N 1  27   0 V9
FASOG K4 11 GOONI K4 11 N 1  53   0 V140
FASOG K4 11 WUDPI K4 11 N 1  53   0 V140
FASTE K2 11 SLOWN K2 11 N 2 180 450 Q124
FATAP K2 11 NELON K2 11 N 1  59   0 V83
FATAP K2 11 ROHYO K2 11 N 1  59   0 V83
FATIK K3 11 IMUKE K3 11 N 1  70   0 V82
FATMU PA 11 HIGDO PA 11 N 1  60   0 V480
FATOM K6 11 JAMIE K6 11 N 1  20   0 V1
FATON  K 11 SHERL K6 11 N 1   0 600 L456-L461-Y483
FATON  K 11 THROP  K 11 N 1 150   0 L456-L461
FATSO  K 11 REDFN  K 11 N 2  60   0 Q105
FATUP K6 11 POMPY K6 11 N 1  40   0 V273
FAVLU PH 11 KAIKO PH 11 N 1  40   0 V7
FAVOX K1 11 ICUBI K1 11 N 1  94   0 V247
FAVUM K6 11 SWISS K6 11 N 1  40   0 V170
FAVUM K6 11 ZIMEL K6 11 N 1  45   0 V226
FAXIG K5 11 REDKE K5 11 N 1  30   0 V14
FAXON K1 11 FIPFE K1 11 N 1 120   0 V231
FAXON K1 11 WEDAK K1 11 N 1 120   0 V231
FAYET K6 11 STODA K6 11 N 1  24   0 V2-V433-V483
FAYEZ K7 11 KYLEE K7 11 N 1  38   0 V159
FAYEZ K7 11 NIXBY K7 11 N 1  38   0 V159
  FAY K7  3 BYRNE K7 11 N 1  20   0 V157-V54
  FAY K7  3 CEGAD K7 11 N 1  23   0 V157-V56
  FAY K7  3 EYOBI K7 11 N 1  30   0 V136
  FAY K7  3 GANDS K7 11 N 1  30   0 V296
  FAY K7  3 HOKMU K7 11 N 1  20   0 V136
  FAY K7  3 LORRY K7 11 N 1  28   0 V296-V54
  FAY K7  3 ROZBO K7 11 N 1  70   0 V56
FAZED K3 11 KOPSY K3 11 N 1  36   0 V216
FAZED K3 11 OYITO K3 11 N 1  36   0 V216
  FBC K5  3 KINDE K5 11 N 1  30   0 V47
  FBC K5  3 LINZZ K5 11 N 1  30   0 V14
  FBC K5  3 TWERP K5 11 N 1  26   0 V422-V8
  FBC K5  3 YOGGI K5 11 N 1  30   0 V279
  FBR K1  3 EXILE K1 11 N 1 120   0 V32
  FBR K1  3 GRODI K1 11 N 1 110   0 V235
  FBR K1  3 NIWTE K2 11 N 1 160   0 V288
  FBR K1  3 ORNEY K2 11 N 1 122   0 V142
  FBR K1  3 PACKY K2 11 N 1 120   0 V6
  FBR K1  3 WEGEM K1 11 N 1 100   0 V142-V6
  FCA K1  3 ANGIL K1 11 N 1  86   0 V231
  FCA K1  3 KILLY K1 11 N 1 120   0 V448
  FCA K1  3 KIVVE K1 11 N 1 130   0 V536
  FCA K1  3 VAILL K1 11 N 1 115   0 V536
  FCM K3  3 DRAIL K3 11 N 1  28   0 V412
  FCM K3  3 WULEP K3 11 N 1  29   0 V456
FDLEE  K 11 MYSTR  K 11 N 1   0   0 B891-M596
FDLEE  K 11 NOPIT  K 11 N 1   0   0 B891-M596
  FDV PA  2   HHM PA  2 N 1  60   0 B27
  FDV PA  2 JIPAK PA 11 N 1  70   0 B2
  FDV PA  2   JNR PA  2 N 1  30   0 A1
  FDV PA  2 JUJXI PA 11 N 1   0   0 R35
  FDV PA  2   OAY PA  2 N 1  50   0 G7
  FDV PA  2 RUZOF PA 11 N 1  30   0 G7
  FDV PA  2   SMA PA  2 N 1  30   0 B27
  FDV PA  2 YUREE  P 11 N 1  50 180 G212
FEBUS K1 11 NIALS K1 11 N 1  44   0 V187
FEBUS K1 11 RUBEL K1 11 N 1  60   0 V448
FECFO PA 11 KUHZE PA 11 N 1  60   0 T225-V488
FECYE K2 11 OHAPE K2 11 N 1 105   0 V200
FEDEX K6 11 PINEE K6 11 N 1  70   0 V133
FEEDS K6 11 MAULS K6 11 N 2 180 450 Q40
FEEDS K6 11 YICUT K6 11 N 2 180 450 Q40
FEGNO K7 11 GANTS K7 11 N 1  26  80 T202
FEGNO K7 11 HUSTN K7 11 N 1  25  80 T202
FEGNO K7 11 NUROE K7 11 N 1  27  70 T201
FEGNO K7 11 TRUEX K7 11 N 1  24  70 T201
FEGOP K7 11 JOPXU K7 11 N 1  23   0 V157
FEGOP K7 11 WIWHE K7 11 N 1  23   0 V157
FEGOZ K6 11 TAFFI K6 11 N 1  30   0 V166
FEKKO  K 11 HAGIT  K 11 N 1   0 600 Y308
FEKRO K3 11 MOODS K5 11 N 1  26   0 V44
FELTO K7 11 GORGO K7 11 N 1  50   0 V243-V415
FELTO K7 11 HEFIN K7 11 N 1  60   0 V243-V415
FELTO K7 11 MAYES K7 11 N 1  50   0 V325
FEMID K7 11 SAXXN K7 11 N 1   0 600 Y290
FEMID K7 11 THMPR K7 11 N 1   0 600 Y290
FEMID K7 11 VAULT K7 11 N 2 180 450 Q79
FEMID K7 11 WULFF K7 11 N 2 180 450 Q79
FEMOK K5 11 KJDRS K5 11 N 1  31   0 V133
FEMOK K5 11 VAYUC K5 11 N 1  31   0 V133
FEMON K7 11 JAWSS K7 11 N 1   0 600 Y438
FEMON K7 11 KOOKK K7 11 N 1   0 600 Y438
FEMON K7 11 VIYAP K7 11 N 2 180 450 Q87
FENON K2 11 TATKE K2 11 N 1 110   0 V611
FENSE  P 11 AFOYU K2 11 N 1 180 600 A578
FEPEX K5 11 ZUXIN K5 11 N 1  35   0 V420
FEPHY K4 11 IMIPE K4 11 N 1  25   0 V15-V54
FEPHY K4 11 OVFAC K4 11 N 1  25   0 V15-V54
FERDI K1 11 ZATIP K1 11 N 1 120   0 V520
FERER K2 11 MINGY K2 11 N 1 120   0 V327
FERER K2 11 WNSKI K2 11 N 1 100   0 V562
FERER K2 11 ZCARR K2 11 N 1 120   0 V327-V562-V567
FERET K4 11 FLOPP K4 11 N 1  30   0 V114
FERMY K2 11 WILMA K2 11 N 1  32   0 V25
FERNA  K 11 GEECE  K 11 N 1   0 600 Y331
FERUD K1 11 WODEN K1 11 N 1  88   0 V484
FESKO K2 11 WIKLO K2 11 N 1 110   0 V32
FESKO K2 11 ZUSRU K2 11 N 1 110   0 V32
FESOD K1 11 OCTAD K1 11 N 1 120   0 V25
FESOD K1 11 SPRAG K1 11 N 1 120   0 V25
FESTU K1 11 OYICE K1 11 N 1  70   0 V545
FETLI K1 11 SEYTO K1 11 N 1 100   0 V328
FETUJ K1 11 ULKAW K1 11 N 1  80   0 V27
FETUJ K1 11 ZIGPI K1 11 N 1  80   0 V27
FEVBO PA 11 FIGAN PA 11 N 1 100   0 G2
FEWER K7 11 JOSEP K7 11 N 1  35   0 V325
FEWER K7 11 KAZDU K7 11 N 1  35   0 V325
FFITZ PA 11 FRIDA PA 11 N 1 100   0 T246-V320-V440
FFITZ PA 11 ROHHN PA 11 N 1 100   0 V510
FFITZ PA 11 WINOR PA 11 N 1 100   0 T246-V320-V440-V510
FFITZ PA 11 WINOR PA 11 N 2 180 450 J111
FFSSH K4 11 WEMAR K4 11 N 1  20   0 V198-V556
FFSSH K4 11 WHAEL K4 11 N 1  20   0 V198-V556
  FFU K2  3 ANEYI K2 11 N 1 121   0 V200
  FFU K2  3 FRNZY K2 11 N 2 180 450 J9
  FFU K2  3 GRODI K1 11 N 1 140   0 V235
  FFU K2  3 HELPR K2 11 N 2 180 450 J12
  FFU K2  3 JAURN K2 11 N 1  96   0 V21
  FFU K2  3 MAYGY K2 11 N 1 130   0 V134
  FFU K2  3 NEEBO K2 11 N 2 180 450 J11
  FFU K2  3 ODUCE K2 11 N 2 200 450 J202
  FFU K2  3 PANEL K2 11 N 1 133   0 V200
  FFU K2  3 REEKA K2 11 N 1 103   0 V21-V235
  FFU K2  3   TCH K2  3 N 2 180 450 J11-J116-J12-J9
  FGT K3  3 AHMIT K3 11 N 1  30   0 V13-V411
  FGT K3  3 ELIKE K3 11 N 1  55   0 V171
  FGT K3  3 FOBUG K3 11 N 1  30   0 V161-V82
  FGT K3  3   GEP K3  3 N 1  35   0 V161-V82
  FGT K3  3 LDASH K3 11 N 1  35   0 V26
  FGT K3  3 LYDIA K3 11 N 1  35   0 V26
  FGT K3  3 ONARE K3 11 N 1  35   0 V171
  FGT K3  3 WAGNR K3 11 N 1  55   0 V13
FIBSS  P 11 KRONK  P 11 N 1 200 600 A222
FICKY  P 11 FOOTS  P 11 N 1  55   0 R578
FICKY  P 11 HILCO  P 11 N 1  55   0 G575
FICKY  P 11 LENNA  P 11 N 1  55   0 B577
FICKY  P 11 TONYS  P 11 N 1  55   0 B200
FICKY  P 11 WEDES  P 11 N 1  55   0 B581
FIDAL PA 11 ROBES PA 11 N 1 100   0 T226-V481
FIDDO K2 11 PANOS K2 11 N 1  90   0 V230
FIDLE K2 11 FISTR K2 11 N 1 152   0 V356
FIGAN PA 11 JOGMO PA 11 N 1 100   0 G2
FIGGS K4 11 MULBY K4 11 N 1  40   0 V289
FIKAB K1 11 VAILL K1 11 N 1 115   0 V536
FIKAG K3 11 WILTN K3 11 N 1  41   0 V15
FIKDU K2 11 SARDO K2 11 N 1  60   0 V248
FILES K6 11 ITALY K6 11 N 1  40   0 V4
FILES K6 11 REACH K6 11 N 1  40   0 V4
FILLI K7 11 NUTAL K7 11 N 1  40   0 V437
FILLI K7 11 WESEL K7 11 N 1  40   0 V437
FILMS K5 11 MATAN K5 11 N 1  27   0 V14-V50
FILOB K1 11 HODNI K1 11 N 1 120   0 V4
FILOB K1 11 TINRE K1 11 N 1 109   0 V4
FILPS K6 11 PRNCE K6 11 N 1  64   0 V249-V34-V483
FILPS K6 11 SAGES K6 11 N 1  70   0 V489
FILPS K6 11 WEARD K6 11 N 1  70   0 V489
FILPS K6 11 WEETS K6 11 N 1  64   0 V249-V34-V483
FIMER K3 11 TOKKU K3 11 N 1  55   0 V8
FIMGA K2 11 SWILL K2 11 N 1 113   0 V211
FIMGA K2 11 UNLAP K2 11 N 1 113   0 V211
  FIM K2  3 ACRAT K2 11 N 1  50   0 V299
  FIM K2  3 DERBB K2 11 N 1 110 175 T263
  FIM K2  3 GINNA K2 11 N 1  50   0 V107-V326
  FIM K2  3 HENER K2 11 N 1  63   0 V186
  FIM K2  3   LAX K2  3 N 2 180 450 J1-J7
  FIM K2  3 OHIGH K2 11 N 1  80   0 V386-V597
  FIM K2  3 PIRUE K2 11 N 1  90   0 V107
  FIM K2  3 REYES K2 11 N 2 180 450 J1-J7
  FIM K2  3 SESPE K2 11 N 1  60   0 V186-V597
